Nivel de consistência; Data; Vazão
2;2003-06-09;21.154
2;2003-06-09;20.26
2;2003-06-09;19.962
2;2003-06-09;19.962
2;2003-06-09;19.366
2;2003-06-09;18.472
2;2003-06-09;18.174
2;2003-07-01;18.77
2;2003-07-02;18.174
2;2003-07-03;17.578
2;2003-07-04;17.28
2;2003-07-05;17.28
2;2003-07-06;16.983
2;2003-07-07;63.163
2;2003-07-08;115.769
2;2003-07-09;143.055
2;2003-07-09;133.677
2;2003-07-09;116.854
2;2003-07-09;96.991
2;2003-07-09;70.611
2;2003-07-09;56.608
2;2003-07-09;48.564
2;2003-07-09;62.865
2;2003-07-09;71.207
2;2003-07-09;85.292
2;2003-07-09;76.955
2;2003-07-09;64.652
2;2003-07-09;53.927
2;2003-07-09;41.413
2;2003-07-09;34.859
2;2003-07-09;31.581
2;2003-07-09;29.496
2;2003-07-09;27.708
2;2003-07-09;26.517
2;2003-07-09;25.921
2;2003-07-09;26.219
2;2003-07-09;25.921
2;2003-07-09;25.325
2;2003-08-01;24.431
2;2003-08-02;23.537
2;2003-08-03;22.643
2;2003-08-04;21.451
2;2003-08-05;21.75
2;2003-08-06;22.643
2;2003-08-07;24.729
2;2003-08-08;24.729
2;2003-08-09;24.133
2;2003-08-09;22.047
2;2003-08-09;19.962
2;2003-08-09;19.962
2;2003-08-09;19.366
2;2003-08-09;18.77
2;2003-08-09;19.366
2;2003-08-09;20.558
2;2003-08-09;19.366
2;2003-08-09;18.472
2;2003-08-09;18.174
2;2003-08-09;17.876
2;2003-08-09;18.174
2;2003-08-09;17.578
2;2003-08-09;17.578
2;2003-08-09;16.983
2;2003-08-09;16.684
2;2003-08-09;16.983
2;2003-08-09;16.983
2;2003-08-09;16.983
2;2003-08-09;16.983
2;2003-08-09;16.983
2;2003-08-09;16.983
2;2003-09-01;16.983
2;2003-09-02;16.387
2;2003-09-03;15.493
2;2003-09-04;15.195
2;2003-09-05;15.195
2;2003-09-06;15.195
2;2003-09-07;15.791
2;2003-09-08;14.599
2;2003-09-09;14.003
2;2003-09-09;37.838
2;2003-09-09;67.632
2;2003-09-09;85.292
2;2003-09-09;75.154
2;2003-09-09;61.971
2;2003-09-09;49.458
2;2003-09-09;39.03
2;2003-09-09;44.095
2;2003-09-09;37.838
2;2003-09-09;31.581
2;2003-09-09;26.517
2;2003-09-09;22.643
2;2003-09-09;20.558
2;2003-09-09;19.962
2;2003-09-09;19.068
2;2003-09-09;19.962
2;2003-09-09;49.16
2;2003-09-09;74.261
2;2003-09-09;96.991
2;2003-09-09;91.058
2;2003-09-09;76.052
2;2003-10-01;64.355
2;2003-10-02;50.947
2;2003-10-03;37.54
2;2003-10-04;30.092
2;2003-10-05;26.219
2;2003-10-06;25.921
2;2003-10-07;37.838
2;2003-10-08;35.455
2;2003-10-09;35.455
2;2003-10-09;51.841
2;2003-10-09;56.012
2;2003-10-09;57.204
2;2003-10-09;51.841
2;2003-10-09;42.605
2;2003-10-09;36.05
2;2003-10-09;30.688
2;2003-10-09;27.112
2;2003-10-09;25.623
2;2003-10-09;23.537
2;2003-10-09;21.75
2;2003-10-09;24.729
2;2003-10-09;25.623
2;2003-10-09;22.941
2;2003-10-09;21.75
2;2003-10-09;21.154
2;2003-10-09;20.856
2;2003-10-09;28.9
2;2003-10-09;27.708
2;2003-10-09;23.537
2;2003-10-09;22.345
2;2003-10-09;22.345
2;2003-11-01;21.154
2;2003-11-02;22.345
2;2003-11-03;26.517
2;2003-11-04;24.729
2;2003-11-05;23.537
2;2003-11-06;22.643
2;2003-11-07;22.345
2;2003-11-08;20.856
2;2003-11-09;19.664
2;2003-11-09;17.876
2;2003-11-09;16.983
2;2003-11-09;15.791
2;2003-11-09;24.431
2;2003-11-09;39.924
2;2003-11-09;26.814
2;2003-11-09;20.26
2;2003-11-09;47.968
2;2003-11-09;64.652
2;2003-11-09;65.248
2;2003-11-09;54.523
2;2003-11-09;42.605
2;2003-11-09;31.581
2;2003-11-09;25.027
2;2003-11-09;21.75
2;2003-11-09;25.027
2;2003-11-09;40.818
2;2003-11-09;51.543
2;2003-11-09;56.31
2;2003-11-09;63.759
2;2003-11-09;58.396
2;2003-12-01;48.564
2;2003-12-02;45.584
2;2003-12-03;46.776
2;2003-12-04;46.776
2;2003-12-05;52.139
2;2003-12-06;43.797
2;2003-12-07;33.965
2;2003-12-08;27.708
2;2003-12-09;33.071
2;2003-12-09;44.989
2;2003-12-09;38.434
2;2003-12-09;34.859
2;2003-12-09;34.263
2;2003-12-09;39.03
2;2003-12-09;56.012
2;2003-12-09;62.865
2;2003-12-09;67.036
2;2003-12-09;65.248
2;2003-12-09;56.906
2;2003-12-09;44.393
2;2003-12-09;47.968
2;2003-12-09;65.248
2;2003-12-09;85.292
2;2003-12-09;107.242
2;2003-12-09;107.242
2;2003-12-09;94.995
2;2003-12-09;81.54
2;2003-12-09;66.44
2;2003-12-09;52.735
2;2003-12-09;52.735
2;2003-12-09;55.417
2;2004-01-01;69.122
2;2004-01-02;81.54
2;2004-01-03;76.955
2;2004-01-04;67.036
2;2004-01-05;56.906
2;2004-01-06;46.18
2;2004-01-07;39.626
2;2004-01-08;37.838
2;2004-01-09;35.157
2;2004-01-09;32.773
2;2004-01-09;30.688
2;2004-01-09;32.475
2;2004-01-09;31.284
2;2004-01-09;29.496
2;2004-01-09;29.794
2;2004-01-09;34.859
2;2004-01-09;33.071
2;2004-01-09;30.688
2;2004-01-09;28.602
2;2004-01-09;27.708
2;2004-01-09;23.537
2;2004-01-09;21.154
2;2004-01-09;20.856
2;2004-01-09;20.558
2;2004-01-09;56.012
2;2004-01-09;69.42
2;2004-01-09;120.139
2;2004-01-09;135.995
2;2004-01-09;144.247
2;2004-01-09;147.848
2;2004-01-09;147.848
2;2004-02-01;150.271
2;2004-02-02;145.443
2;2004-02-03;140.684
2;2004-02-04;131.377
2;2004-02-05;114.687
2;2004-02-06;101.037
2;2004-02-07;103.087
2;2004-02-08;105.156
2;2004-02-09;94.995
2;2004-02-09;74.261
2;2004-02-09;62.865
2;2004-02-09;67.632
2;2004-02-09;46.18
2;2004-02-09;42.009
2;2004-02-09;48.266
2;2004-02-09;56.012
2;2004-02-09;54.523
2;2004-02-09;47.968
2;2004-02-09;42.605
2;2004-02-09;43.797
2;2004-02-09;41.711
2;2004-02-09;36.646
2;2004-02-09;33.667
2;2004-02-09;31.581
2;2004-02-09;29.496
2;2004-02-09;28.006
2;2004-02-09;25.921
2;2004-02-09;34.859
2;2004-02-09;35.753
2;2004-03-01;25.921
2;2004-03-02;25.325
2;2004-03-03;24.133
2;2004-03-04;22.941
2;2004-03-05;22.345
2;2004-03-06;22.047
2;2004-03-07;21.154
2;2004-03-08;19.962
2;2004-03-09;31.879
2;2004-03-09;54.821
2;2004-03-09;58.396
2;2004-03-09;53.927
2;2004-03-09;55.714
2;2004-03-09;63.461
2;2004-03-09;80.614
2;2004-03-09;115.769
2;2004-03-09;119.04
2;2004-03-09;105.156
2;2004-03-09;94.995
2;2004-03-09;111.469
2;2004-03-09;138.331
2;2004-03-09;135.995
2;2004-03-09;122.351
2;2004-03-09;103.087
2;2004-03-09;83.407
2;2004-03-09;67.632
2;2004-03-09;60.183
2;2004-03-09;44.989
2;2004-03-09;35.455
2;2004-03-09;39.626
2;2004-03-09;36.646
2;2004-04-01;34.561
2;2004-04-02;29.794
2;2004-04-03;31.284
2;2004-04-04;29.198
2;2004-04-05;28.9
2;2004-04-06;34.859
2;2004-04-07;38.434
2;2004-04-08;34.263
2;2004-04-09;29.198
2;2004-04-09;25.325
2;2004-04-09;25.623
2;2004-04-09;25.027
2;2004-04-09;26.517
2;2004-04-09;29.794
2;2004-04-09;54.225
2;2004-04-09;60.779
2;2004-04-09;55.417
2;2004-04-09;50.947
2;2004-04-09;58.396
2;2004-04-09;69.717
2;2004-04-09;84.347
2;2004-04-09;84.347
2;2004-04-09;74.261
2;2004-04-09;68.824
2;2004-04-09;65.248
2;2004-04-09;58.992
2;2004-04-09;52.735
2;2004-04-09;44.393
2;2004-04-09;37.838
2;2004-04-09;32.773
2;2004-05-01;29.198
2;2004-05-02;28.9
2;2004-05-03;30.688
2;2004-05-04;44.989
2;2004-05-05;57.8
2;2004-05-06;62.269
2;2004-05-07;64.057
2;2004-05-08;76.052
2;2004-05-09;95.99
2;2004-05-09;94.995
2;2004-05-09;87.196
2;2004-05-09;70.909
2;2004-05-09;66.44
2;2004-05-09;64.355
2;2004-05-09;61.971
2;2004-05-09;57.204
2;2004-05-09;50.947
2;2004-05-09;44.691
2;2004-05-09;39.03
2;2004-05-09;35.753
2;2004-05-09;33.667
2;2004-05-09;32.177
2;2004-05-09;31.581
2;2004-05-09;31.284
2;2004-05-09;42.009
2;2004-05-09;64.652
2;2004-05-09;82.471
2;2004-05-09;82.471
2;2004-05-09;70.611
2;2004-05-09;66.44
2;2004-05-09;71.207
2;2004-06-01;86.241
2;2004-06-02;82.471
2;2004-06-03;76.052
2;2004-06-04;67.632
2;2004-06-05;60.779
2;2004-06-06;53.331
2;2004-06-07;45.584
2;2004-06-08;40.222
2;2004-06-09;37.242
2;2004-06-09;38.434
2;2004-06-09;47.372
2;2004-06-09;70.611
2;2004-06-09;113.61
2;2004-06-09;126.829
2;2004-06-09;119.04
2;2004-06-09;106.197
2;2004-06-09;91.058
2;2004-06-09;76.052
2;2004-06-09;64.355
2;2004-06-09;56.608
2;2004-06-09;47.968
2;2004-06-09;40.818
2;2004-06-09;38.136
2;2004-06-09;36.05
2;2004-06-09;34.561
2;2004-06-09;32.773
2;2004-06-09;31.879
2;2004-06-09;32.773
2;2004-06-09;31.581
2;2004-06-09;30.092
2;2004-07-01;29.496
2;2004-07-02;28.304
2;2004-07-03;27.708
2;2004-07-04;27.112
2;2004-07-05;27.708
2;2004-07-06;30.688
2;2004-07-07;28.9
2;2004-07-08;28.304
2;2004-07-09;47.968
2;2004-07-09;62.567
2;2004-07-09;64.652
2;2004-07-09;62.269
2;2004-07-09;56.608
2;2004-07-09;47.968
2;2004-07-09;40.818
2;2004-07-09;48.862
2;2004-07-09;64.355
2;2004-07-09;71.505
2;2004-07-09;77.863
2;2004-07-09;87.196
2;2004-07-09;91.058
2;2004-07-09;97.995
2;2004-07-09;90.086
2;2004-07-09;82.471
2;2004-07-09;72.488
2;2004-07-09;65.844
2;2004-07-09;64.057
2;2004-07-09;58.694
2;2004-07-09;50.947
2;2004-07-09;44.393
2;2004-07-09;40.222
2;2004-08-01;37.242
2;2004-08-02;34.263
2;2004-08-03;31.879
2;2004-08-04;30.092
2;2004-08-05;28.9
2;2004-08-06;26.814
2;2004-08-07;25.921
2;2004-08-08;25.325
2;2004-08-09;24.133
2;2004-08-09;24.133
2;2004-08-09;23.835
2;2004-08-09;23.537
2;2004-08-09;23.239
2;2004-08-09;23.239
2;2004-08-09;22.941
2;2004-08-09;22.941
2;2004-08-09;22.941
2;2004-08-09;22.643
2;2004-08-09;22.345
2;2004-08-09;21.451
2;2004-08-09;20.558
2;2004-08-09;19.962
2;2004-08-09;19.664
2;2004-08-09;19.664
2;2004-08-09;19.664
2;2004-08-09;19.366
2;2004-08-09;19.962
2;2004-08-09;33.369
2;2004-08-09;32.475
2;2004-08-09;28.9
2;2004-08-09;24.133
2;2004-09-01;21.154
2;2004-09-02;19.664
2;2004-09-03;19.366
2;2004-09-04;19.664
2;2004-09-05;19.664
2;2004-09-06;19.962
2;2004-09-07;17.876
2;2004-09-08;17.578
2;2004-09-09;17.578
2;2004-09-09;16.387
2;2004-09-09;16.387
2;2004-09-09;17.578
2;2004-09-09;18.174
2;2004-09-09;38.136
2;2004-09-09;59.29
2;2004-09-09;63.163
2;2004-09-09;56.31
2;2004-09-09;44.989
2;2004-09-09;37.242
2;2004-09-09;29.496
2;2004-09-09;25.921
2;2004-09-09;22.941
2;2004-09-09;21.154
2;2004-09-09;19.962
2;2004-09-09;18.77
2;2004-09-09;19.366
2;2004-09-09;19.366
2;2004-09-09;18.77
2;2004-09-09;18.174
2;2004-09-09;19.962
2;2004-10-01;18.174
2;2004-10-02;18.174
2;2004-10-03;16.983
2;2004-10-04;16.684
2;2004-10-05;16.684
2;2004-10-06;15.791
2;2004-10-07;15.195
2;2004-10-08;14.301
2;2004-10-09;14.599
2;2004-10-09;15.791
2;2004-10-09;43.201
2;2004-10-09;42.009
2;2004-10-09;39.924
2;2004-10-09;37.54
2;2004-10-09;66.44
2;2004-10-09;71.207
2;2004-10-09;67.334
2;2004-10-09;70.611
2;2004-10-09;71.207
2;2004-10-09;69.122
2;2004-10-09;63.759
2;2004-10-09;53.033
2;2004-10-09;40.222
2;2004-10-09;44.393
2;2004-10-09;59.29
2;2004-10-09;83.407
2;2004-10-09;109.347
2;2004-10-09;103.087
2;2004-10-09;89.118
2;2004-10-09;69.717
2;2004-10-09;60.779
2;2004-11-01;50.947
2;2004-11-02;40.222
2;2004-11-03;33.071
2;2004-11-04;38.732
2;2004-11-05;43.201
2;2004-11-06;36.646
2;2004-11-07;33.071
2;2004-11-08;27.708
2;2004-11-09;25.921
2;2004-11-09;26.517
2;2004-11-09;37.242
2;2004-11-09;57.204
2;2004-11-09;58.098
2;2004-11-09;47.372
2;2004-11-09;41.711
2;2004-11-09;46.776
2;2004-11-09;50.947
2;2004-11-09;46.18
2;2004-11-09;40.52
2;2004-11-09;33.667
2;2004-11-09;28.9
2;2004-11-09;25.921
2;2004-11-09;24.133
2;2004-11-09;22.643
2;2004-11-09;21.154
2;2004-11-09;25.027
2;2004-11-09;40.818
2;2004-11-09;44.095
2;2004-11-09;53.033
2;2004-11-09;52.139
2;2004-12-01;44.393
2;2004-12-02;39.924
2;2004-12-03;33.071
2;2004-12-04;28.9
2;2004-12-05;31.581
2;2004-12-06;41.711
2;2004-12-07;48.266
2;2004-12-08;58.694
2;2004-12-09;62.865
2;2004-12-09;70.313
2;2004-12-09;106.197
2;2004-12-09;124.581
2;2004-12-09;122.351
2;2004-12-09;109.347
2;2004-12-09;96.991
2;2004-12-09;71.207
2;2004-12-09;65.248
2;2004-12-09;65.844
2;2004-12-09;64.057
2;2004-12-09;60.481
2;2004-12-09;60.779
2;2004-12-09;58.694
2;2004-12-09;53.331
2;2004-12-09;55.714
2;2004-12-09;65.844
2;2004-12-09;66.142
2;2004-12-09;64.652
2;2004-12-09;61.077
2;2004-12-09;56.906
2;2004-12-09;48.564
2;2004-12-09;40.52
2;2005-01-01;37.838
2;2005-01-02;41.413
2;2005-01-03;38.732
2;2005-01-04;48.564
2;2005-01-05;62.865
2;2005-01-06;72.488
2;2005-01-07;81.54
2;2005-01-08;91.058
2;2005-01-09;89.118
2;2005-01-09;85.292
2;2005-01-09;76.052
2;2005-01-09;73.372
2;2005-01-09;65.844
2;2005-01-09;53.927
2;2005-01-09;42.009
2;2005-01-09;35.157
2;2005-01-09;50.352
2;2005-01-09;60.779
2;2005-01-09;64.057
2;2005-01-09;79.692
2;2005-01-09;105.156
2;2005-01-09;117.945
2;2005-01-09;115.769
2;2005-01-09;105.156
2;2005-01-09;94.995
2;2005-01-09;93.017
2;2005-01-09;91.058
2;2005-01-09;79.692
2;2005-01-09;68.228
2;2005-01-09;59.886
2;2005-01-09;50.65
2;2005-02-01;46.776
2;2005-02-02;38.434
2;2005-02-03;36.646
2;2005-02-04;36.05
2;2005-02-05;34.263
2;2005-02-06;32.475
2;2005-02-07;30.092
2;2005-02-08;28.9
2;2005-02-09;27.41
2;2005-02-09;26.517
2;2005-02-09;25.921
2;2005-02-09;25.623
2;2005-02-09;25.325
2;2005-02-09;23.537
2;2005-02-09;21.154
2;2005-02-09;21.451
2;2005-02-09;23.835
2;2005-02-09;28.304
2;2005-02-09;25.325
2;2005-02-09;22.941
2;2005-02-09;24.133
2;2005-02-09;25.921
2;2005-02-09;29.496
2;2005-02-09;39.924
2;2005-02-09;47.968
2;2005-02-09;55.714
2;2005-02-09;58.694
2;2005-02-09;59.29
2;2005-03-01;56.31
2;2005-03-02;51.543
2;2005-03-03;43.797
2;2005-03-04;34.263
2;2005-03-05;28.602
2;2005-03-06;25.325
2;2005-03-07;24.431
2;2005-03-08;22.941
2;2005-03-09;21.154
2;2005-03-09;20.558
2;2005-03-09;19.664
2;2005-03-09;18.77
2;2005-03-09;17.578
2;2005-03-09;33.667
2;2005-03-09;44.989
2;2005-03-09;47.372
2;2005-03-09;39.924
2;2005-03-09;31.879
2;2005-03-09;32.177
2;2005-03-09;36.348
2;2005-03-09;34.263
2;2005-03-09;33.071
2;2005-03-09;38.434
2;2005-03-09;52.139
2;2005-03-09;61.077
2;2005-03-09;57.502
2;2005-03-09;47.67
2;2005-03-09;35.455
2;2005-03-09;28.006
2;2005-03-09;26.517
2;2005-03-09;24.431
2;1976-09-01;-999
2;1976-09-02;-999
2;1976-09-03;-999
2;1976-09-04;-999
2;1976-09-05;-999
2;1976-09-06;-999
2;1976-09-07;-999
2;1976-09-08;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;-999
2;1976-09-09;35.162
2;1976-09-09;34.565
2;1976-09-09;33.969
2;1976-10-01;33.969
2;1976-10-02;35.759
2;1976-10-03;36.355
2;1976-10-04;34.565
2;1976-10-05;36.355
2;1976-10-06;43.515
2;1976-10-07;44.111
2;1976-10-08;42.918
2;1976-10-09;43.515
2;1976-10-09;46.2
2;1976-10-09;46.498
2;1976-10-09;43.515
2;1976-10-09;41.128
2;1976-10-09;36.355
2;1976-10-09;32.179
2;1976-10-09;45.603
2;1976-10-09;54.555
2;1976-10-09;56.345
2;1976-10-09;59.628
2;1976-10-09;60.225
2;1976-10-09;59.031
2;1976-10-09;56.644
2;1976-10-09;52.764
2;1976-10-09;45.902
2;1976-10-09;37.548
2;1976-10-09;35.759
2;1976-10-09;39.935
2;1976-10-09;42.321
2;1976-10-09;43.813
2;1976-10-09;44.111
2;1976-10-09;45.007
2;1976-11-01;48.289
2;1976-11-02;46.498
2;1976-11-03;42.918
2;1976-11-04;44.111
2;1976-11-05;55.45
2;1976-11-06;66.194
2;1976-11-07;72.164
2;1976-11-08;74.261
2;1976-11-09;78.775
2;1976-11-09;81.54
2;1976-11-09;74.261
2;1976-11-09;68.582
2;1976-11-09;62.016
2;1976-11-09;53.958
2;1976-11-09;48.289
2;1976-11-09;42.918
2;1976-11-09;36.952
2;1976-11-09;31.881
2;1976-11-09;29.197
2;1976-11-09;28.004
2;1976-11-09;32.776
2;1976-11-09;35.759
2;1976-11-09;35.759
2;1976-11-09;32.776
2;1976-11-09;28.601
2;1976-11-09;26.215
2;1976-11-09;28.004
2;1976-11-09;26.811
2;1976-11-09;25.618
2;1976-11-09;23.531
2;1976-12-01;28.601
2;1976-12-02;35.759
2;1976-12-03;39.04
2;1976-12-04;35.162
2;1976-12-05;28.601
2;1976-12-06;25.32
2;1976-12-07;24.426
2;1976-12-08;32.776
2;1976-12-09;48.289
2;1976-12-09;48.885
2;1976-12-09;44.111
2;1976-12-09;38.145
2;1976-12-09;30.39
2;1976-12-09;24.128
2;1976-12-09;22.041
2;1976-12-09;31.285
2;1976-12-09;44.111
2;1976-12-09;40.532
2;1976-12-09;33.969
2;1976-12-09;25.618
2;1976-12-09;22.339
2;1976-12-09;21.742
2;1976-12-09;25.618
2;1976-12-09;32.776
2;1976-12-09;27.408
2;1976-12-09;22.041
2;1976-12-09;27.706
2;1976-12-09;35.759
2;1976-12-09;35.46
2;1976-12-09;33.372
2;1976-12-09;30.986
2;1977-01-01;23.531
2;1977-01-02;19.059
2;1977-01-03;18.761
2;1977-01-04;22.041
2;1977-01-05;37.548
2;1977-01-06;46.797
2;1977-01-07;47.99
2;1977-01-08;46.498
2;1977-01-09;44.111
2;1977-01-09;42.918
2;1977-01-09;41.725
2;1977-01-09;36.355
2;1977-01-09;39.338
2;1977-01-09;45.305
2;1977-01-09;50.079
2;1977-01-09;55.749
2;1977-01-09;55.45
2;1977-01-09;62.613
2;1977-01-09;71.567
2;1977-01-09;77.863
2;1977-01-09;83.407
2;1977-01-09;90.086
2;1977-01-09;93.017
2;1977-01-09;87.196
2;1977-01-09;76.052
2;1977-01-09;69.179
2;1977-01-09;62.911
2;1977-01-09;52.466
2;1977-01-09;41.128
2;1977-01-09;39.338
2;1977-01-09;39.935
2;1977-02-01;39.338
2;1977-02-02;50.079
2;1977-02-03;60.822
2;1977-02-04;63.508
2;1977-02-05;72.761
2;1977-02-06;113.61
2;1977-02-07;145.443
2;1977-02-08;165.171
2;1977-02-09;171.562
2;1977-02-09;170.276
2;1977-02-09;166.441
2;1977-02-09;157.644
2;1977-02-09;145.443
2;1977-02-09;133.677
2;1977-02-09;113.61
2;1977-02-09;93.017
2;1977-02-09;72.164
2;1977-02-09;62.613
2;1977-02-09;47.692
2;1977-02-09;35.759
2;1977-02-09;30.986
2;1977-02-09;28.302
2;1977-02-09;27.408
2;1977-02-09;26.215
2;1977-02-09;24.724
2;1977-02-09;23.531
2;1977-02-09;22.637
2;1977-02-09;21.444
2;1977-03-01;20.252
2;1977-03-02;35.46
2;1977-03-03;47.692
2;1977-03-04;39.338
2;1977-03-05;37.548
2;1977-03-06;43.813
2;1977-03-07;54.257
2;1977-03-08;157.644
2;1977-03-09;109.347
2;1977-03-09;76.955
2;1977-03-09;37.25
2;1977-03-09;28.899
2;1977-03-09;28.004
2;1977-03-09;27.408
2;1977-03-09;28.004
2;1977-03-09;28.601
2;1977-03-09;76.052
2;1977-03-09;53.361
2;1977-03-09;37.548
2;1977-03-09;25.32
2;1977-03-09;28.601
2;1977-03-09;39.935
2;1977-03-09;44.708
2;1977-03-09;47.394
2;1977-03-09;40.83
2;1977-03-09;43.216
2;1977-03-09;40.532
2;1977-03-09;74.261
2;1977-03-09;69.776
2;1977-03-09;75.154
2;1977-03-09;89.118
2;1977-04-01;106.197
2;1977-04-02;105.156
2;1977-04-03;100.018
2;1977-04-04;87.196
2;1977-04-05;67.687
2;1977-04-06;66.791
2;1977-04-07;65.896
2;1977-04-08;56.047
2;1977-04-09;54.555
2;1977-04-09;71.567
2;1977-04-09;84.347
2;1977-04-09;88.154
2;1977-04-09;69.477
2;1977-04-09;52.764
2;1977-04-09;45.305
2;1977-04-09;73.372
2;1977-04-09;34.267
2;1977-04-09;30.688
2;1977-04-09;29.197
2;1977-04-09;30.092
2;1977-04-09;30.39
2;1977-04-09;31.285
2;1977-04-09;55.152
2;1977-04-09;33.671
2;1977-04-09;32.478
2;1977-04-09;33.372
2;1977-04-09;33.969
2;1977-04-09;32.179
2;1977-04-09;31.881
2;1977-04-09;30.092
2;1977-05-01;28.004
2;1977-05-02;29.197
2;1977-05-03;28.004
2;1977-05-04;28.302
2;1977-05-05;28.601
2;1977-05-06;28.302
2;1977-05-07;28.004
2;1977-05-08;27.109
2;1977-05-09;22.339
2;1977-05-09;25.618
2;1977-05-09;34.565
2;1977-05-09;33.969
2;1977-05-09;28.601
2;1977-05-09;24.724
2;1977-05-09;23.233
2;1977-05-09;23.233
2;1977-05-09;23.531
2;1977-05-09;22.637
2;1977-05-09;21.444
2;1977-05-09;20.848
2;1977-05-09;20.848
2;1977-05-09;20.252
2;1977-05-09;19.656
2;1977-05-09;19.357
2;1977-05-09;19.357
2;1977-05-09;19.656
2;1977-05-09;19.357
2;1977-05-09;19.656
2;1977-05-09;19.059
2;1977-05-09;18.463
2;1977-05-09;17.867
2;1977-06-01;18.165
2;1977-06-02;17.867
2;1977-06-03;17.867
2;1977-06-04;17.569
2;1977-06-05;17.271
2;1977-06-06;18.463
2;1977-06-07;17.867
2;1977-06-08;17.271
2;1977-06-09;16.675
2;1977-06-09;16.079
2;1977-06-09;16.079
2;1977-06-09;15.184
2;1977-06-09;14.886
2;1977-06-09;14.886
2;1977-06-09;16.079
2;1977-06-09;23.233
2;1977-06-09;27.109
2;1977-06-09;25.32
2;1977-06-09;21.444
2;1977-06-09;18.761
2;1977-06-09;17.569
2;1977-06-09;26.811
2;1977-06-09;35.759
2;1977-06-09;34.565
2;1977-06-09;34.565
2;1977-06-09;34.565
2;1977-06-09;31.285
2;1977-06-09;26.215
2;1977-06-09;22.041
2;1977-06-09;19.656
2;1977-07-01;18.463
2;1977-07-02;17.271
2;1977-07-03;16.675
2;1977-07-04;15.781
2;1977-07-05;15.184
2;1977-07-06;14.886
2;1977-07-07;14.886
2;1977-07-08;14.29
2;1977-07-09;13.694
2;1977-07-09;13.396
2;1977-07-09;13.098
2;1977-07-09;13.098
2;1977-07-09;12.8
2;1977-07-09;12.8
2;1977-07-09;12.204
2;1977-07-09;13.098
2;1977-07-09;14.29
2;1977-07-09;13.694
2;1977-07-09;12.502
2;1977-07-09;12.502
2;1977-07-09;12.502
2;1977-07-09;19.656
2;1977-07-09;38.742
2;1977-07-09;41.128
2;1977-07-09;50.974
2;1977-07-09;51.869
2;1977-07-09;48.885
2;1977-07-09;45.305
2;1977-07-09;39.935
2;1977-07-09;30.39
2;1977-07-09;22.339
2;1977-08-01;18.463
2;1977-08-02;18.165
2;1977-08-03;22.637
2;1977-08-04;21.146
2;1977-08-05;19.059
2;1977-08-06;17.271
2;1977-08-07;16.079
2;1977-08-08;14.886
2;1977-08-09;14.29
2;1977-08-09;13.694
2;1977-08-09;13.694
2;1977-08-09;13.396
2;1977-08-09;12.8
2;1977-08-09;21.146
2;1977-08-09;31.583
2;1977-08-09;33.372
2;1977-08-09;31.583
2;1977-08-09;31.583
2;1977-08-09;28.601
2;1977-08-09;25.022
2;1977-08-09;21.444
2;1977-08-09;19.059
2;1977-08-09;17.867
2;1977-08-09;18.165
2;1977-08-09;17.569
2;1977-08-09;16.377
2;1977-08-09;15.482
2;1977-08-09;14.588
2;1977-08-09;13.694
2;1977-08-09;14.29
2;1977-08-09;21.444
2;1977-09-01;23.233
2;1977-09-02;25.022
2;1977-09-03;25.32
2;1977-09-04;22.637
2;1977-09-05;20.252
2;1977-09-06;17.271
2;1977-09-07;16.377
2;1977-09-08;16.377
2;1977-09-09;18.463
2;1977-09-09;19.357
2;1977-09-09;17.271
2;1977-09-09;15.184
2;1977-09-09;13.694
2;1977-09-09;12.502
2;1977-09-09;11.906
2;1977-09-09;11.906
2;1977-09-09;16.079
2;1977-09-09;28.601
2;1977-09-09;33.074
2;1977-09-09;30.986
2;1977-09-09;25.917
2;1977-09-09;21.444
2;1977-09-09;18.463
2;1977-09-09;18.165
2;1977-09-09;17.271
2;1977-09-09;15.482
2;1977-09-09;14.29
2;1977-09-09;13.396
2;1977-09-09;12.502
2;1977-09-09;11.608
2;1977-10-01;16.079
2;1977-10-02;46.498
2;1977-10-03;53.063
2;1977-10-04;51.869
2;1977-10-05;49.482
2;1977-10-06;47.99
2;1977-10-07;46.498
2;1977-10-08;44.708
2;1977-10-09;42.023
2;1977-10-09;40.83
2;1977-10-09;41.725
2;1977-10-09;44.111
2;1977-10-09;47.095
2;1977-10-09;54.555
2;1977-10-09;53.66
2;1977-10-09;57.241
2;1977-10-09;72.462
2;1977-10-09;109.347
2;1977-10-09;138.331
2;1977-10-09;161.388
2;1977-10-09;167.715
2;1977-10-09;160.136
2;1977-10-09;143.055
2;1977-10-09;117.945
2;1977-10-09;94.004
2;1977-10-09;72.164
2;1977-10-09;63.508
2;1977-10-09;51.571
2;1977-10-09;39.935
2;1977-10-09;32.179
2;1977-10-09;27.408
2;1977-11-01;26.811
2;1977-11-02;37.548
2;1977-11-03;39.338
2;1977-11-04;39.338
