Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65025000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
65025000;2;01/12/1978;;1;1;38,742;11,013;20,551;1;24;1;1;1;;0;38,742;37,548;33,372;26,215;20,848;21,444;23,233;22,041;19,656;16,675;14,886;14,588;14,886;14,886;16,079;16,079;24,724;27,109;21,444;17,569;15,184;13,694;12,204;11,013;11,311;14,886;22,637;25,618;25,022;23,233;20,252;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1979;;1;1;35,162;8,629;17,667;30;25;1;1;1;;0;17,271;21,742;28,601;27,706;24,426;24,426;23,531;21,742;19,059;16,079;14,29;12,502;11,608;10,715;10,715;11,906;12,502;11,906;11,013;10,715;10,417;9,821;9,523;9,225;8,629;9,523;18,463;26,215;33,074;35,162;35,162;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1979;;1;1;38,742;6,545;18,316;27;18;1;1;1;;0;33,671;28,601;20,848;15,184;13,098;12,502;12,8;13,694;19,059;22,637;22,041;15,482;11,906;11,013;10,715;9,523;8,034;6,545;10,715;23,531;25,022;20,252;14,886;12,502;14,29;26,811;38,742;38,742;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1979;;1;1;36,952;10,715;20,743;3;31;2;2;2;;0;35,759;36,355;36,952;33,372;27,408;22,041;18,463;16,675;17,867;19,954;21,742;20,55;22,041;22,339;23,233;22,935;22,637;21,742;19,059;16,079;14,886;14,588;14,29;12,502;14,29;17,271;19,656;19,357;15,781;12,502;10,715;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1979;;1;1;33,969;8,927;15,275;19;2;2;2;2;;0;9,523;8,927;9,523;14,886;19,059;18,463;18,761;16,079;12,502;10,119;10,119;10,119;9,523;8,927;8,927;9,523;13,098;22,339;33,969;33,969;30,39;24,724;17,867;13,694;12,204;12,204;12,502;12,502;12,502;11,311;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1979;;1;1;194,087;9,523;77,584;17;3;1;1;1;;0;11,013;10,417;9,523;19,059;38,145;39,935;37,548;33,372;41,128;54,257;55,749;62,016;79,692;115,769;151,489;180,689;194,087;192,728;180,689;161,388;140,684;114,687;92,035;72,164;65;56,047;45,902;38,145;33,372;38,742;39,637;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1979;;1;1;38,742;14,588;22,091;1;24;1;1;1;;0;38,742;35,162;30,39;26,811;24,724;24,128;23,233;22,637;22,041;21,444;20,252;19,656;19,357;21,444;23,233;23,233;22,041;19,954;18,463;17,271;16,079;15,482;14,886;14,588;17,271;24,426;24,426;22,935;20,252;18,165;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1979;;1;1;44,708;14,886;24,572;11;31;1;1;1;;0;16,675;15,781;18,165;24,426;24,724;22,041;19,059;17,867;37,548;44,111;44,708;43,515;41,128;36,952;30,39;25,917;22,935;21,444;21,444;25,022;24,426;22,041;19,357;17,569;16,377;17,867;20,848;20,252;17,867;16,377;14,886;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1979;;1;1;44,111;11,906;18,754;19;9;1;1;1;;0;14,29;13,098;12,502;12,502;12,502;12,502;12,502;12,204;11,906;11,906;12,204;12,502;11,906;11,906;15,781;19,656;20,55;34,565;44,111;43,515;39,338;33,372;25,022;19,656;16,973;16,079;17,271;17,271;16,079;14,29;13,396;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1979;;1;1;72,462;12,8;44,782;17;1;1;1;1;;0;12,8;17,867;34,565;38,742;37,548;34,267;28,004;22,041;18,463;17,271;30,092;58,136;63,806;67,687;70,074;71,567;72,462;71,567;69,179;64,702;56,644;45,902;48,885;50,079;48,885;47,095;44,708;40,233;32,776;27,408;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1979;;1;1;161,388;29,495;78,237;12;24;1;1;1;;0;42,321;51,869;52,466;48,885;46,797;51,869;64,403;82,471;116,854;143,055;157,644;161,388;153,938;147,848;138,331;121,243;102,06;83,407;70,373;63,209;53,063;41,725;34,565;29,495;32,776;51,272;53,361;51,571;52,466;56,644;67,985;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1979;;1;1;93,017;36,355;67,385;14;23;1;1;1;;0;74,261;79,692;84,347;86,241;83,407;76,052;68,88;63,508;63,209;63,508;69,179;78,775;89,118;93,017;93,017;89,118;78,775;70,373;65;56,942;46,498;38,145;36,355;40,532;53,66;59,628;58,434;56,644;54,257;50,974;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1979;;1;1;69,776;23,829;52,074;17;31;1;1;1;;0;52,466;53,66;49,482;48,885;55,45;57,838;57,838;64,105;64,403;62,016;60,523;63,806;64,403;65,597;67,388;69,477;69,776;67,388;63,508;59,33;55,45;51,869;47,692;42,321;36,355;31,881;29,197;27,706;26,215;24,426;23,829;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1980;;1;1;53,063;16,079;33,182;27;6;1;1;1;;0;22,637;21,444;20,55;18,761;17,271;16,079;19,357;28,601;29,495;30,092;34,565;38,742;39,04;37,548;34,565;30,986;25,022;26,811;30,39;32,179;32,776;33,372;33,372;33,372;42,918;51,272;53,063;51,869;50,676;48,885;42,918;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1980;;1;1;69,179;21,444;46,388;14;10;1;1;1;;0;38,145;39,935;38,145;32,776;28,004;24,426;22,041;23,829;23,233;21,444;21,742;54,257;66,791;69,179;66,791;63,806;59,628;58,136;56,644;54,257;51,869;50,079;49,184;51,272;51,869;51,869;54,257;60,225;61,419;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65025000;2;01/03/1980;;1;1;97,995;25,917;62,695;16;31;1;1;1;;0;60,523;59,031;57,838;64,403;64,403;54,853;39,338;38,145;48,885;55,45;58,434;63,806;71,567;89,118;96,991;97,995;95,99;91,058;89,118;83,407;78,775;75,154;71,567;67,388;61,419;51,272;41,128;33,969;29,495;27,109;25,917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1980;;1;1;76,955;19,357;37,037;16;12;1;1;1;;0;25,618;24,724;23,829;24,128;25,917;24,724;23,233;21,742;20,55;19,656;19,656;19,357;26,215;55,45;69,179;76,955;76,052;72,761;71,567;68,582;63,806;54,257;39,935;30,39;25,917;23,829;22,041;21,146;20,252;19,656;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1980;;1;1;23,531;13,694;17,944;11;31;1;1;1;;0;19,059;19,059;19,059;19,357;19,954;19,656;18,463;17,867;19,059;20,252;23,531;22,637;21,146;19,357;18,165;17,271;16,675;16,079;15,781;16,079;17,271;18,463;19,059;18,165;16,675;15,482;14,886;14,886;14,886;14,29;13,694;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1980;;1;1;49,78;12,204;19,778;27;20;1;1;1;;0;13,396;13,098;14,886;16,079;14,886;14,29;13,694;13,396;13,098;12,502;12,502;12,502;12,8;15,482;15,482;14,29;13,694;13,098;12,502;12,204;12,8;16,675;20,252;19,656;21,444;39,338;49,78;49,482;47,095;42,918;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1980;;1;1;131,377;24,724;62,16;15;26;2;2;2;;0;35,759;41,725;51,272;57,241;57,539;56,644;55,152;51,272;45,305;61,419;76,052;91,058;107,242;122,351;131,377;126,829;115,769;96,991;76,052;65;52,466;39,935;32,776;28,899;26,215;24,724;25,022;25,618;25,022;40,83;83,407;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;
65025000;2;01/08/1980;;1;1;137,161;27,408;72,746;29;19;1;1;1;;0;113,61;117,945;122,351;120,139;110,406;94,995;80,614;69,179;62,613;56,047;52,466;47,692;42,62;38,443;34,565;31,881;30,092;28,004;27,408;28,004;31,285;37,25;41,128;43,515;57,838;89,118;117,945;133,677;137,161;133,677;123,464;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1980;;1;1;129,094;70,671;89,843;14;21;1;1;1;;0;109,347;96,991;94,995;94,995;89,118;82,471;76,052;71,567;72,164;91,058;113,61;120,139;126,829;129,094;124,581;116,854;105,156;92,035;81,54;72,462;70,671;72,761;77,863;76,955;76,052;72,761;70,97;70,671;72,761;72,761;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1980;;1;1;87,196;42,918;67,771;25;7;1;1;1;;0;70,97;68,582;66,194;62,016;55,152;47,692;42,918;56,942;65;67,388;68,283;70,97;76,955;79,692;76,052;71,567;68,283;64,403;59,628;60,822;62,613;64,403;68,88;77,863;87,196;85,292;76,052;71,567;69,776;70,373;67,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1980;;1;1;66,493;22,637;41,14;1;22;1;1;1;;0;66,493;66,194;64,403;62,016;56,644;48,885;44,41;40,532;49,482;54,853;51,272;45,902;39,935;34,864;31,285;28,601;26,215;25,618;24,724;24,128;23,531;22,637;25,618;44,41;53,063;50,974;42,918;33,372;26,513;24,724;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1980;;1;1;245,778;25,022;99,425;25;1;1;1;1;;0;25,022;27,408;35,759;41,725;37,548;44,708;44,41;37,548;31,583;28,004;28,004;39,04;58,434;65;65;62,016;57,539;52,168;53,66;60,822;75,154;165,171;205,108;227,952;245,778;245,778;233,828;225,038;207,906;187,335;167,715;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1981;;1;1;147,848;66,194;90,518;1;30;1;1;1;;0;147,848;129,094;111,469;91,058;79,692;84,347;100,018;101,037;93,017;96,991;108,292;101,037;91,058;89,118;88,154;83,407;79,692;76,955;76,052;80,614;90,086;96,991;94,995;93,017;89,118;83,407;76,052;71,567;68,88;66,194;66,791;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1981;;1;1;68,283;29,197;45,722;4;21;1;1;1;;0;67,09;67,09;67,985;68,283;66,194;62,314;57,241;51,571;46,2;42,023;38,145;42,321;48,885;50,079;44,708;39,637;35,162;30,986;30,39;29,793;29,197;35,759;39,338;36,952;37,25;37,548;38,742;39,338;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1981;;1;1;38,742;17,867;28,043;1;26;1;1;1;;0;38,742;38,145;36,355;35,46;33,969;32,776;31,285;29,793;31,583;33,969;33,969;29,793;25,022;23,233;20,848;20,252;27,706;30,39;29,793;26,811;23,829;21,742;20,252;19,059;18,165;17,867;17,867;20,55;30,986;33,969;35,162;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1981;;1;1;44,111;15,482;24,815;29;13;1;1;1;;0;35,759;36,057;35,162;32,179;26,811;23,233;17,569;19,059;17,867;16,973;16,377;16,079;15,482;15,781;16,079;23,829;28,601;27,706;25,32;24,426;23,233;21,444;19,059;17,569;16,675;17,271;30,39;43,216;44,111;41,128;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1981;;1;1;35,759;13,098;20,926;1;17;1;1;1;;0;35,759;28,302;22,637;25,022;29,197;28,601;25,618;24,724;20,252;17,867;16,675;16,079;14,886;14,588;14,588;13,694;13,098;13,992;17,271;20,55;28,899;29,495;28,004;25,618;21,444;19,357;14,886;16,675;16,079;16,973;17,867;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1981;;1;1;17,867;10,417;14,161;1;30;1;1;1;;0;17,867;16,675;16,079;16,675;16,675;15,781;15,482;16,973;17,867;16,377;14,886;13,992;13,694;14,29;13,694;14,588;14,886;14,29;13,694;12,502;12,204;12,204;12,204;12,502;12,204;12,204;11,906;11,311;10,715;10,417;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1981;;1;1;20,252;10,417;14,021;11;19;1;1;1;;0;10,715;12,8;14,29;15,184;14,886;13,992;13,992;15,482;17,569;19,357;20,252;19,656;17,867;15,184;13,098;12,502;11,608;11,013;10,417;10,715;11,311;11,311;11,311;11,311;13,992;18,165;16,079;14,886;13,098;11,906;10,715;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1981;;1;1;29,793;8,927;14,868;14;7;1;1;1;;0;10,417;10,119;10,119;9,821;9,821;9,225;8,927;9,523;10,715;19,656;22,637;20,848;28,601;29,793;28,004;24,426;19,059;15,781;15,184;13,694;11,906;10,715;11,311;11,311;11,311;11,013;10,417;10,715;13,694;16,079;16,079;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1981;;1;1;27,109;7,14;12,762;27;20;1;1;1;;0;14,886;13,098;12,204;15,482;16,079;13,694;12,204;11,013;9,523;9,523;9,225;8,332;7,736;7,736;8,332;8,332;7,736;7,736;7,736;7,14;9,523;10,119;10,417;10,417;13,694;23,531;27,109;24,426;19,656;26,215;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1981;;1;1;40,532;16,377;29,14;17;12;1;1;1;;0;32,179;32,179;26,811;26,811;39,935;39,04;35,759;30,39;24,426;20,848;19,059;16,377;17,867;20,55;25,022;39,338;40,532;38,742;34,565;35,759;37,548;36,952;34,565;30,688;24,426;19,656;20,252;25,32;27,408;25,618;24,724;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1981;;1;1;58,434;12,502;32,709;11;29;1;1;1;;0;25,022;25,618;31,285;37,548;38,742;38,443;38,742;34,864;33,969;52,168;58,434;56,644;51,869;48,289;46,498;43,813;39,338;30,39;32,776;33,372;29,793;25,022;20,55;16,973;14,886;13,396;13,396;13,396;12,502;23,531;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1981;;1;1;96,991;23,829;56,253;11;31;1;1;1;;0;50,676;60,225;62,016;62,613;62,016;63,209;69,776;77,863;87,196;94,995;96,991;96,991;93,017;84,347;72,164;66,194;55,749;43,216;33,372;26,811;27,408;34,565;39,338;43,515;44,111;42,321;39,637;33,969;29,495;26,215;23,829;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1982;;1;1;22,935;9,225;14,002;2;27;1;1;1;;0;21,742;22,935;22,637;20,848;19,656;18,463;17,867;16,377;14,886;14,29;14,29;15,482;14,29;13,694;13,694;12,502;11,906;11,311;11,311;10,715;9,821;11,311;12,502;11,608;10,715;9,821;9,225;9,225;9,821;10,715;10,417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1982;;1;1;83,407;10,417;44,292;27;2;1;1;1;;0;10,715;10,417;10,417;11,608;34,267;61,717;67,985;67,09;66,493;67,388;65,597;61,12;51,869;38,742;26,811;19,656;17,271;17,867;17,271;33,671;41,128;39,637;33,671;53,361;69,776;79,692;83,407;81,54;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1982;;1;1;76,052;17,271;32,414;1;24;1;1;1;;0;76,052;70,97;66,791;57,838;44,41;34,565;29,197;25,618;23,233;31,583;36,057;32,776;27,408;25,022;24,128;23,829;30,39;28,601;26,215;24,426;23,233;20,55;19,059;17,271;17,867;19,059;22,041;24,426;24,128;38,742;39,338;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1982;;1;1;35,162;11,608;17,202;1;27;1;1;1;;0;35,162;30,092;25,917;22,041;19,656;19,656;18,761;18,165;17,271;15,482;14,588;13,694;13,694;17,271;21,444;22,339;20,252;16,675;14,886;14,29;13,396;13,098;13,098;13,098;12,204;11,906;11,608;11,608;11,608;13,098;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1982;;1;1;48,289;10,119;17,677;26;17;2;2;2;;0;15,184;15,482;14,588;13,396;12,204;12,204;12,204;13,396;13,992;13,098;12,502;13,694;13,694;12,502;11,311;11,013;10,119;10,119;13,694;16,079;14,886;13,396;11,906;11,906;28,601;48,289;46,498;38,145;30,39;24,128;19,357;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;
65025000;2;01/06/1982;;1;1;276,795;12,204;57,012;29;10;1;1;1;;0;16,079;14,29;13,396;13,396;12,502;13,396;12,8;13,098;12,502;12,204;12,502;19,059;20,848;17,867;16,079;19,059;24,426;22,339;18,761;20,848;23,233;20,848;19,954;49,184;91,058;167,715;213,55;245,778;276,795;276,795;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1982;;1;1;251,851;36,057;117,059;1;31;1;1;1;;0;251,851;225,038;198,189;170,276;150,271;124,581;105,156;91,058;121,243;146,643;150,271;155,169;166,441;172,853;166,441;152,712;140,684;126,829;112,537;99,004;89,118;77,863;70,373;63,508;56,047;48,885;44,111;40,532;37,548;37,548;36,057;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1982;;1;1;43,515;24,426;32,709;25;17;2;2;2;;0;34,565;33,671;34,864;36,355;36,952;35,162;33,969;30,986;28,899;28,899;28,601;28,004;27,408;26,215;25,618;24,724;24,426;29,495;38,145;41,128;39,338;36,952;35,759;39,935;43,515;42,918;36,057;29,197;26,215;26,215;29,793;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1982;;1;1;47,692;14,29;24,508;2;27;1;1;1;;0;42,918;47,692;46,498;45,603;43,813;39,637;35,759;31,583;28,302;26,811;24,724;22,339;20,252;19,656;19,059;17,867;16,675;16,675;16,079;15,482;16,377;16,079;15,781;15,482;15,482;14,886;14,29;14,886;17,867;16,675;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1982;;1;1;105,156;24,426;66,689;13;1;1;1;1;;0;24,426;44,111;56,942;58,136;57,539;56,047;56,345;63,806;69,179;70,97;87,196;103,087;105,156;103,087;97,995;83,407;72,164;67,985;65,896;62,314;57,838;62,016;65;64,403;63,806;62,613;60,822;60,225;59,33;56,644;48,885;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1982;;1;1;182,01;37,25;115,349;17;3;1;1;1;;0;41,426;40,532;37,25;38,145;55,45;64,403;67,388;67,985;66,791;62,613;62,613;91,058;124,581;144,247;163,906;178,06;182,01;180,689;170,276;147,848;137,161;130,233;133,677;139,505;145,443;161,388;165,171;156,404;155,169;149,058;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1982;;1;1;144,247;66,493;87,792;3;15;1;1;1;;0;141,867;138,331;144,247;144,247;138,331;126,829;117,945;105,156;93,017;82,471;72,164;69,776;68,283;67,09;66,493;68,88;71,567;71,567;69,776;69,179;69,179;69,776;72,761;81,54;81,54;72,164;69,179;67,985;70,074;70,97;69,179;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1983;;1;1;70,671;36,952;59,032;21;29;1;1;1;;0;68,88;67,388;67,388;65,299;60,822;54,853;51,571;52,168;53,063;51,272;45,902;58,136;63,209;65,299;66,194;66,791;67,388;68,283;68,283;70,373;70,671;69,776;67,687;64,105;59,031;53,66;43,515;38,443;36,952;48,289;45,305;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1983;;1;1;79,692;45,305;59,013;4;12;1;1;1;;0;53,66;70,373;76,955;79,692;72,761;68,582;62,911;53,958;47,095;49,482;47,394;45,305;46,498;51,869;58,434;60,523;58,434;59,628;61,419;64,702;62,613;57,838;55,749;57,838;58,733;56,644;56,047;57,241;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1983;;1;1;85,292;36,952;58,869;9;29;1;1;1;;0;60,822;60,523;58,136;57,838;60,822;67,985;77,863;81,54;85,292;81,54;76,052;73,372;74,261;72,164;69,776;66,194;62,911;56,942;57,241;57,241;53,66;50,676;47,692;44,111;41,725;39,338;38,742;37,847;36,952;38,742;36,952;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1983;;1;1;133,677;34,565;76,351;26;16;1;1;1;;0;35,759;36,057;39,637;36,952;36,355;56,644;65;66,194;66,194;66,194;63,806;60,523;54,555;46,2;37,548;34,565;39,935;62,613;77,863;109,347;113,61;115,769;116,854;123,464;130,233;133,677;129,094;121,243;113,61;101,037;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1983;;1;1;216,397;51,869;96,524;27;7;2;2;2;;0;91,058;76,955;70,074;63,806;59,031;56,047;51,869;52,168;59,031;60,523;61,12;61,419;60,523;61,419;61,717;62,613;61,717;61,419;77,863;88,154;100,018;106,197;102,06;100,018;107,242;138,331;216,397;213,55;196,817;200,944;212,133;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
65025000;2;01/06/1983;;1;1;235,307;113,61;156,504;2;28;2;2;2;;0;226,493;235,307;229,415;217,827;203,716;192,728;178,06;166,441;160,136;149,058;137,161;131,377;131,377;131,377;131,377;134,834;140,684;143,055;137,161;131,377;127,959;126,829;117,945;114,687;115,769;114,687;114,687;113,61;223,588;216,397;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;
65025000;2;01/07/1983;;1;1;461,635;125,703;206,602;10;31;2;2;2;;0;202,328;185,997;167,715;146,643;134,834;145,443;183,335;254,913;364,935;461,635;405,421;331,489;272,039;281,587;265,754;253,38;219,261;200,944;185,997;163,906;157,644;165,171;155,169;150,271;145,443;135,995;132,525;138,331;138,331;132,525;125,703;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1983;;1;1;122,351;36,952;64,859;1;31;1;1;1;;0;122,351;122,351;120,139;113,61;106,197;93,017;79,692;76,955;70,671;68,283;65,597;63,209;61,419;59,031;56,644;57,838;52,466;51,272;50,377;49,78;48,289;46,797;45,902;44,708;44,111;42,918;42,023;40,83;39,338;37,847;36,952;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1983;;1;1;219,261;35,162;97,439;26;4;1;1;1;;0;35,759;36,355;35,759;35,162;38,145;47,692;50,676;53,66;52,764;54,257;51,272;47,095;45,305;43,515;45,007;60,225;66,791;77,863;129,094;140,684;145,443;145,443;155,169;188,677;209,311;219,261;210,719;191,374;166,441;144,247;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
