Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65025000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
65025000;2;01/11/1997;;1;1;167,715;58,396;112,468;19;11;2;2;2;;0;97,995;96,991;101,037;103,087;94,004;85,292;79,692;74,261;68,824;61,971;58,396;64,652;79,692;94,995;93,017;94,995;120,139;152,712;167,715;167,715;162,645;165,171;161,388;163,906;141,867;127,959;120,139;126,829;126,829;120,139;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;
65025000;2;01/12/1997;;1;1;119,04;34,263;70,071;30;23;1;1;1;;0;108,292;103,087;101,037;94,995;84,347;70,611;67,334;65,248;64,057;63,163;61,971;57,204;51,245;49,756;56,012;56,31;51,543;46,18;42,307;39,626;36,944;38,136;34,263;37,838;66,142;87,196;94,004;95,99;112,537;119,04;115,769;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1998;;1;1;135,995;33,667;74,548;5;24;1;1;1;;0;106,197;91,058;77,863;113,61;135,995;126,829;113,61;99,004;106,197;99,004;89,118;76,052;68,526;64,652;69,122;69,42;68,228;64,652;59,29;52,735;44,691;39,03;36,05;33,667;39,03;44,393;58,694;64,355;64,951;66,44;68,526;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1998;;1;1;162,645;55,417;71,666;28;11;1;1;1;;0;70,909;71,207;70,611;70,015;70,611;76,955;82,471;73,372;66,44;57,204;55,417;64,652;68,228;67,632;65,844;64,057;64,057;62,567;60,481;59,588;59,886;65,248;71,207;74,261;71,207;68,824;91,058;162,645;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1998;;1;1;187,335;65,546;135,083;1;13;1;1;1;;0;187,335;178,06;167,715;156,404;147,848;143,055;132,525;126,829;104,119;93,017;76,955;69,42;65,546;79,692;107,242;107,242;99,004;114,687;165,171;172,853;179,372;175,448;168,993;157,644;150,271;145,443;138,331;133,677;140,684;150,271;152,712;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1998;;1;1;174,149;61,375;116,209;29;15;1;1;1;;0;163,906;172,853;170,276;162,645;150,271;139,505;129,094;120,139;111,469;97,995;87,196;76,052;69,717;65,546;61,375;61,375;68,824;99,004;96,991;86,241;71,207;67,334;67,93;119,04;146,643;156,404;157,644;170,276;174,149;165,171;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1998;;1;1;155,169;34,263;62,201;1;26;1;1;1;;0;155,169;144,247;129,094;113,61;99,004;84,347;71,207;67,632;62,865;58,396;54,225;50,947;46,776;45,584;48,862;53,331;51,543;48,266;45,287;42,605;40,818;39,626;37,242;36,646;34,859;34,263;44,393;48,564;47,968;45,584;45,287;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1998;;1;1;94,995;25,325;46,865;21;17;1;1;1;;0;43,797;41,711;38,732;36,348;34,561;33,071;31,879;30,688;29,794;29,198;30,092;30,39;29,794;27,41;26,517;25,921;25,325;25,325;55,714;81,54;94,995;94,995;87,196;81,54;73,372;67,632;61,077;53,033;45,584;38,732;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1998;;1;1;162,645;31,879;82,497;11;2;1;1;1;;0;35,455;31,879;47,074;77,863;105,156;105,156;101,037;97,995;143,055;160,136;162,645;160,136;149,058;137,161;122,351;105,156;89,118;71,207;62,865;58,098;56,608;53,629;53,927;55,714;53,927;51,245;47,968;43,797;41,413;39,328;37,242;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1998;;1;1;213,55;35,753;122,493;16;1;1;1;1;;0;35,753;48,266;56,012;55,118;62,567;89,118;101,037;96,991;88,154;79,692;70,015;65,248;87,196;178,06;209,311;213,55;205,108;191,374;196,817;207,906;203,716;196,817;180,689;165,171;147,848;132,525;115,769;96,991;83,407;70,611;66,44;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1998;;1;1;296,181;51,245;127,028;30;4;1;1;1;;0;60,481;56,012;52,139;51,245;59,886;68,824;79,692;103,087;120,139;116,854;110,406;97,995;90,086;94,995;107,242;121,243;119,04;114,687;123,464;157,644;175,448;183,335;183,335;175,448;162,645;150,271;143,055;188,677;247,29;296,181;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1998;;1;1;312,776;68,824;159,541;1;25;1;1;1;;0;312,776;278,388;235,307;212,133;198,189;194,087;205,108;212,133;217,827;207,906;196,817;178,06;166,441;150,271;135,995;127,959;131,377;130,233;124,581;117,945;109,347;101,037;91,058;76,052;68,824;94,995;124,581;134,834;139,505;138,331;133,677;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1998;;1;1;124,581;29,198;51,212;1;30;2;2;2;;0;124,581;109,347;94,995;81,54;71,207;67,632;63,163;58,694;55,118;51,841;49,16;46,18;44,989;44,095;44,393;43,499;42,009;40,222;38,732;37,838;36,348;37,242;36,05;33,965;30,986;30,688;31,284;30,986;30,39;29,198;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;
65025000;2;01/12/1998;;1;1;55,417;26,814;37,511;25;10;2;2;2;;0;29,794;28,304;27,708;27,41;33,369;36,348;33,071;29,496;28,006;26,814;33,667;45,584;47,074;42,605;37,242;35,455;36,05;40,818;37,838;37,54;32,475;31,284;36,646;54,225;55,417;53,331;50,054;45,584;41,413;36,646;31,581;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1999;;1;1;124,581;28,602;91,24;25;1;1;1;1;;0;28,602;31,284;32,475;28,9;42,009;53,927;56,608;57,8;62,865;71,207;90,086;99,004;104,119;112,537;113,61;109,347;109,347;116,854;122,351;122,351;116,854;109,347;113,61;117,945;124,581;122,351;115,769;112,537;109,347;111,469;109,347;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1999;;1;1;200,944;65,844;139,04;24;8;1;1;1;;0;108,292;108,292;107,242;105,156;96,991;82,471;70,611;65,844;78,775;115,769;137,161;145,443;147,848;146,643;151,489;155,169;160,136;161,388;162,645;158,888;155,169;160,136;190,023;200,944;194,087;183,335;175,448;167,715;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1999;;1;1;157,644;39,626;71,432;1;23;2;2;2;;0;157,644;147,848;141,867;132,525;122,351;109,347;94,995;80,614;70,611;64,652;64,652;63,163;61,375;59,29;58,694;58,098;56,608;53,331;48,564;45,287;42,605;40,222;39,626;41,413;41,115;40,52;50,054;58,098;58,098;53,927;57,204;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1999;;1;1;76,052;28,006;48,378;2;30;1;1;1;;0;70,015;76,052;71,207;66,142;58,396;49,756;47,968;48,266;43,797;38,136;35,455;35,455;42,307;45,584;46,478;64,652;68,526;69,717;66,738;60,779;52,735;43,797;37,54;34,263;32,475;30,39;29,496;28,9;28,304;28,006;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1999;;1;1;54,523;21,451;29,64;8;28;1;1;1;;0;29,794;28,9;27,708;25,623;24,729;32,475;47,372;54,523;48,564;43,201;37,242;34,859;32,475;30,986;29,198;27,708;26,517;26,219;27,112;25,921;24,133;22,941;22,941;22,643;22,345;22,345;21,75;21,451;22,941;24,133;30,092;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1999;;1;1;86,241;20,856;42,149;22;9;1;1;1;;0;28,9;25,921;23,239;21,75;21,154;21,451;21,154;21,154;20,856;29,794;53,629;50,947;43,797;38,434;40,222;37,242;32,475;41,711;56,31;64,951;74,261;86,241;77,863;68,228;63,163;53,927;44,989;36,944;33,071;30,688;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1999;;1;1;192,728;28,602;81,057;7;2;1;1;1;;0;29,496;28,602;50,947;89,118;167,715;183,335;192,728;191,374;180,689;168,993;145,443;124,581;105,156;90,086;71,505;65,546;61,077;57,502;52,139;47,372;44,393;42,009;40,818;40,222;39,03;35,753;33,667;33,667;34,263;33,667;31,879;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1999;;1;1;29,496;19,664;24,383;1;29;1;1;1;;0;29,496;28,602;27,708;27,112;25,921;25,325;24,431;25,921;28,006;29,496;27,112;23,537;22,941;22,941;24,431;22,941;22,941;24,431;26,517;27,112;27,112;24,729;21,75;22,643;20,856;21,154;21,451;20,26;19,664;19,664;19,664;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1999;;1;1;78,775;15,791;36,017;17;6;1;1;1;;0;19,068;18,174;17,578;16,983;16,387;15,791;16,387;16,387;33,667;50,947;55,417;51,543;49,756;44,691;61,077;74,261;78,775;69,122;62,567;50,947;36,646;29,198;27,708;25,325;24,729;24,729;23,835;22,643;22,047;24,133;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1999;;1;1;70,611;22,345;38,895;19;16;1;1;1;;0;24,729;30,688;37,838;33,965;30,092;28,304;25,921;31,284;39,03;36,646;32,475;28,9;25,921;24,431;22,643;22,345;59,29;69,42;70,611;66,44;59,886;49,756;41,413;35,157;31,879;30,092;28,9;36,05;52,735;54,821;44,095;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1999;;1;1;50,947;19,664;30,092;14;30;1;1;1;;0;33,667;30,986;30,092;29,198;32,773;37,242;31,879;26,814;23,537;22,643;22,345;26,814;47,372;50,947;49,756;42,009;37,242;32,773;28,602;24,431;22,643;21,154;26,517;27,708;27,112;26,517;25,921;23,239;21,154;19,664;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1999;;1;1;42,009;15,493;27,891;28;26;1;1;1;;0;18,77;17,876;16,983;21,75;23,537;23,239;30,688;30,986;37,242;37,242;37,838;36,646;33,667;41,711;41,413;34,859;30,688;29,198;24,729;19,664;19,962;19,068;16,983;15,791;15,791;15,493;34,263;42,009;36,348;32,773;27,41;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2000;;1;1;51,543;19,962;32,023;20;31;1;1;1;;0;34,561;36,646;38,434;36,944;36,05;34,263;32,475;30,092;33,071;27,112;23,537;23,835;23,537;31,284;32,773;30,986;39,03;40,222;44,691;51,543;50,947;43,201;34,263;27,112;22,047;22,345;25,921;23,239;21,75;20,856;19,962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2000;;1;1;115,769;22,345;58,415;18;10;1;1;1;;0;53,033;62,865;64,057;59,29;50,947;43,797;37,838;28,9;24,729;22,345;25,027;28,602;28,9;31,284;39,03;61,971;88,154;115,769;115,769;105,156;91,058;75,154;68,228;67,93;68,228;63,461;59,886;56,012;56,608;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65025000;2;01/03/2000;;1;1;97,995;21,75;44,482;8;31;1;1;1;;0;59,886;58,098;56,906;55,118;53,927;62,567;81,54;97,995;87,196;71,207;61,375;49,756;42,903;39,626;37,242;30,688;39,626;42,605;37,838;30,986;28,006;26,219;25,027;24,729;26,814;28,006;26,814;25,325;25,325;23,835;21,75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/2000;;1;1;21,154;12,215;15,989;1;27;1;1;1;;0;21,154;20,558;19,962;19,962;19,962;18,77;18,174;17,876;17,28;16,387;15,791;15,195;14,599;15,195;15,493;14,301;14,003;15,195;20,856;16,684;15,195;14,599;14,003;13,407;13,109;12,811;12,215;12,215;12,513;12,215;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/2000;;1;1;22,047;10,428;13,263;4;30;1;1;1;;0;11,62;13,407;16,089;22,047;17,28;14,599;13,705;12,215;12,215;12,215;12,215;11,62;12,215;12,811;12,811;13,109;14,301;17,578;14,003;12,811;12,215;12,513;13,705;12,215;11,62;11,917;14,003;11,917;11,024;10,428;10,726;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/2000;;1;1;59,29;9,534;25,186;22;12;1;1;1;;0;10,726;10,428;10,428;10,428;10,428;10,428;10,726;10,428;10,428;10,428;9,832;9,534;9,832;9,832;10,428;9,832;9,832;23,537;49,756;52,735;56,906;59,29;55,118;40,818;28,006;24,133;46,18;54,523;49,16;41,413;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/2000;;1;1;62,865;14,003;26,113;24;14;1;1;1;;0;34,859;27,41;23,537;22,941;20,558;18,77;17,876;16,983;16,387;15,791;16,387;16,387;15,195;14,003;16,684;24,729;24,431;21,154;17,876;15,791;15,195;22,047;54,225;62,865;62,865;53,927;43,201;30,688;24,431;22,345;19,962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/2000;;1;1;60,779;15,195;26,603;29;26;1;1;1;;0;21,75;22,941;23,537;33,071;32,475;28,006;23,835;21,154;20,26;20,26;24,133;22,047;20,558;18,77;18,174;18,77;21,75;25,623;23,537;22,345;19,962;17,578;16,983;16,387;15,791;15,195;33,071;56,012;60,779;58,992;50,947;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/2000;;1;1;185,997;21,75;88,504;18;10;1;1;1;;0;37,838;33,965;46,776;47,67;42,009;36,05;30,688;25,921;22,941;21,75;36,646;69,42;133,677;155,169;155,169;160,136;175,448;185,997;185,997;183,335;162,645;143,055;120,139;96,991;76,052;67,334;60,481;53,331;46,478;42,009;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/2000;;1;1;139,505;24,431;63,161;15;4;1;1;1;;0;38,434;34,561;32,177;24,431;49,756;55,417;50,65;42,009;33,965;39,03;60,779;66,44;71,207;121,243;139,505;134,834;129,094;110,406;92,035;77,863;67,632;61,375;53,927;47,67;45,287;39,03;42,903;57,8;53,033;45,882;39,626;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/2000;;1;1;58,694;22,941;34,988;23;9;1;1;1;;0;32,475;28,602;26,517;25,921;25,027;24,133;24,133;23,537;22,941;24,431;29,198;26,219;25,027;32,475;38,136;29,794;25,325;37,838;46,776;43,499;41,413;55,118;58,694;53,331;50,352;52,139;48,564;39,03;30,39;28,602;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/2000;;1;1;82,471;20,558;40,037;31;13;1;1;1;;0;49,756;57,204;52,735;46,18;49,16;46,776;37,54;29,794;25,921;23,537;21,154;21,154;20,558;21,154;34,263;45,882;39,03;32,773;29,794;28,602;27,708;26,219;23,537;23,835;43,797;57,502;58,694;54,523;59,886;70,015;82,471;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2001;;1;1;103,087;24,133;52,992;22;9;1;1;1;;0;80,614;70,909;61,673;48,266;36,05;29,198;27,708;26,219;24,133;29,496;25,921;35,455;52,735;57,204;62,567;60,779;57,204;47,372;39,328;63,461;76,052;103,087;92,035;69,42;66,44;62,567;50,947;48,266;43,201;40,52;53,927;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2001;;1;1;170,276;65,844;125,692;23;14;1;1;1;;0;68,228;86,241;93,017;94,004;104,119;132,525;155,169;161,388;150,271;132,525;117,945;94,995;70,909;65,844;94,995;145,443;155,169;156,404;146,643;144,247;157,644;167,715;170,276;165,171;149,058;133,677;114,687;91,058;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/2001;;1;1;126,829;44,691;68,46;12;26;1;1;1;;0;71,207;63,461;55,714;49,458;53,331;55,417;55,714;53,331;62,567;83,407;121,243;126,829;113,61;79,692;67,036;67,632;68,824;81,54;89,118;94,995;84,347;70,909;65,248;56,906;50,054;44,691;45,882;46,776;47,074;48,266;47,968;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/2001;;1;1;50,947;24,133;35,176;26;19;1;1;1;;0;47,372;42,009;36,944;32,773;29,794;28,602;33,369;30,688;43,499;49,756;44,393;37,242;35,157;30,39;27,708;25,921;25,921;25,325;24,133;24,431;27,112;27,112;29,496;48,564;50,65;50,947;44,989;38,136;32,475;30,39;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/2001;;1;1;145,443;25,325;68,523;18;3;1;1;1;;0;26,517;25,921;25,325;35,157;64,652;83,407;83,407;69,717;62,269;50,947;46,18;47,372;49,756;53,331;49,756;61,673;115,769;145,443;138,331;123,464;107,242;94,995;80,614;68,824;62,269;55,118;47,372;56,608;64,652;65,844;62,269;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/2001;;1;1;184,664;31,581;64,713;28;17;1;1;1;;0;57,502;52,437;46,776;39,03;36,646;34,561;42,307;49,458;50,054;51,543;50,65;47,372;42,307;39,03;35,455;33,369;31,581;33,071;42,009;60,183;67,036;66,44;61,077;53,033;48,862;72,488;161,388;184,664;183,335;167,715;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/2001;;1;1;230,882;32,773;92,534;29;18;1;1;1;;0;150,271;129,094;102,06;75,154;65,844;58,396;50,352;44,691;42,009;40,818;39,03;46,18;49,458;46,18;41,711;37,54;35,455;32,773;47,968;62,269;67,632;80,614;103,087;109,347;113,61;147,848;190,023;216,397;230,882;216,397;195,45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/2001;;1;1;170,276;30,688;55,248;1;20;1;1;1;;0;170,276;147,848;126,829;99,004;79,692;67,632;59,886;53,033;49,756;45,584;42,605;40,222;39,03;38,434;37,242;35,753;33,965;33,071;32,177;30,688;31,284;34,561;36,05;33,071;30,986;30,688;31,284;43,201;50,352;56,012;72,488;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/2001;;1;1;91,058;27,708;43,548;1;21;1;1;1;;0;91,058;77,863;67,334;56,31;45,584;39,924;38,136;36,646;33,965;32,475;32,773;33,071;30,39;30,688;45,287;47,968;40,52;37,838;30,986;28,602;27,708;30,39;44,989;45,584;44,393;47,372;46,18;41,115;49,756;51,543;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/2001;;1;1;254,913;33,071;104,279;4;31;2;2;2;;0;60,183;183,335;248,807;254,913;223,588;191,374;162,645;145,443;145,443;147,848;135,995;120,139;101,037;81,54;68,228;61,971;55,714;56,012;61,375;70,313;89,118;94,995;89,118;75,154;65,248;54,821;45,584;39,626;36,348;33,667;33,071;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/2001;;1;1;111,469;26,517;46,317;13;28;1;1;1;;0;32,475;30,688;29,198;28,9;28,304;28,602;27,41;27,112;28,304;27,708;46,18;73,372;111,469;109,347;90,086;70,909;63,759;60,779;56,012;47,372;41,413;36,646;33,071;31,284;30,092;28,006;27,112;26,517;53,331;64,057;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/2001;;1;1;71,207;32,773;57,069;2;31;1;1;1;;0;69,42;71,207;68,228;61,375;55,118;55,118;61,077;59,588;60,779;68,228;67,334;64,951;66,142;66,44;69,42;70,015;70,611;68,228;61,673;51,543;42,009;40,222;47,372;53,629;54,523;50,947;47,074;42,605;37,838;33,667;32,773;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2002;;1;1;187,335;25,921;93,193;16;7;1;1;1;;0;30,688;34,263;33,369;31,284;28,602;27,708;25,921;28,9;44,691;52,139;54,523;54,523;86,241;152,712;182,01;187,335;176,752;155,169;131,377;105,156;82,471;68,228;69,42;94,995;133,677;150,271;155,169;149,058;135,995;120,139;106,197;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2002;;1;1;105,156;42,605;68,738;1;6;1;1;1;;0;105,156;99,004;77,863;64,057;52,139;42,605;46,18;52,735;67,036;69,42;61,077;48,266;49,756;59,29;67,632;78,775;91,058;83,407;71,207;66,738;62,567;68,228;85,292;91,058;79,692;68,824;61,077;54,523;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/2002;;1;1;69,717;24,431;48,228;15;31;1;1;1;;0;50,352;50,352;55,417;54,523;50,947;54,821;59,886;61,971;63,759;64,652;64,355;59,29;57,502;65,844;69,717;67,036;63,163;50,65;40,222;37,242;36,646;35,455;36,646;34,859;35,753;34,263;31,879;29,794;27,708;25,921;24,431;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/2002;;1;1;59,29;18,77;28,87;20;29;1;1;1;;0;22,345;25,325;26,517;47,074;46,776;37,54;33,667;31,284;29,794;27,112;25,027;23,537;22,345;21,154;20,26;19,664;21,75;20,26;50,65;59,29;47,968;34,859;27,41;24,133;22,047;21,154;19,962;19,068;18,77;19,366;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/2002;;1;1;79,692;18,77;38,958;22;15;1;1;1;;0;33,667;31,879;36,05;33,667;28,304;32,475;42,009;34,859;31,284;27,112;24,133;22,345;21,154;20,558;18,77;25,325;38,732;55,417;62,865;67,036;70,015;79,692;71,505;63,461;50,352;38,434;33,667;31,284;28,304;26,517;26,814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/2002;;1;1;47,968;18,174;25,583;16;30;1;1;1;;0;27,112;25,325;24,133;23,239;22,047;21,154;21,154;20,856;20,26;19,366;19,962;21,154;19,366;18,77;39,626;47,968;39,328;33,369;28,006;31,879;27,708;30,092;31,581;26,517;24,729;22,941;21,154;20,558;19,962;18,174;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/2002;;1;1;37,242;14,897;19,135;13;27;1;1;1;;0;17,578;18,174;18,472;18,472;18,174;17,28;17,28;25,921;20,558;19,366;17,578;24,133;37,242;27,112;21,75;19,962;18,174;17,578;16,983;16,983;16,983;19,366;18,472;17,578;16,387;16,387;14,897;15,195;16,387;15,791;16,983;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/2002;;1;1;107,242;19,366;42,918;4;22;1;1;1;;0;46,18;67,632;94,995;107,242;94,995;89,118;94,995;83,407;67,93;56,906;43,201;33,667;29,496;26,517;24,729;24,133;22,941;21,451;21,154;20,558;19,962;19,366;32,773;30,688;26,814;21,75;19,962;19,366;19,664;26,219;22,643;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
